"STATION","DATE","DEWP","FRSHTT","GUST","MAX","MIN","MXSPD","PRCP","SLP","SNDP","STP","TEMP","VISIB","WDSP"
"72505394728","2024-06-15","  58.0","000000"," 18.1","  84.9","  64.9","  8.9"," 0.28","1014.1","999.9","009.3","  71.4","  9.9","  3.3"
"72505394728","2024-06-16","  51.0","000000"," 15.9","  80.1","  63.0","  8.0"," 0.00","1022.3","999.9","017.5","  69.7"," 10.0","  4.4"
"72505394728","2024-06-17","  63.8","000000","999.9","  82.9","  63.0","  6.0"," 0.00","1022.0","999.9","017.2","  72.5"," 10.0","  2.0"
"72505394728","2024-06-18","  67.2","000000","999.9","  86.0","  64.9","  6.0"," 0.00","1022.9","999.9","018.1","  77.9"," 10.0","  3.4"
"72505394728","2024-06-19","  64.7","000000","999.9","  89.1","  71.1","  4.1"," 0.00","1026.2","999.9","021.5","  78.6"," 10.0","  2.1"
"72505394728","2024-06-20","  63.3","000000","999.9","  91.0","  72.0","  6.0"," 0.00","1025.5","999.9","020.7","  80.0"," 10.0","  2.8"
"72505394728","2024-06-21","  65.9","000000","999.9","  93.9","  72.0","  7.0"," 0.00","1021.0","999.9","016.3","  83.7"," 10.0","  3.0"
"72505394728","2024-06-22","  69.8","010000"," 18.1","  93.9","  75.9","  5.1"," 0.00","1016.5","999.9","011.7","  81.0","  9.4","  1.2"
"72505394728","2024-06-23","  69.4","010000"," 22.9","  93.0","  73.0","  7.0"," 0.11","1008.1","999.9","003.4","  81.4","  9.4","  2.9"
"72505394728","2024-06-24","  60.8","000000"," 28.9","  91.9","  73.0"," 14.0"," 0.00","1002.8","999.9","998.1","  77.8"," 10.0","  5.7"
"72505394728","2024-06-25","  50.7","000000"," 20.0","  90.0","  69.1","  8.0"," 0.00","1011.0","999.9","006.3","  78.6"," 10.0","  3.8"
"72505394728","2024-06-26","  59.7","000000"," 18.1","  93.0","  69.1","  6.0"," 0.00","1007.9","999.9","003.2","  82.2"," 10.0","  3.7"
"72505394728","2024-06-27","  61.6","010000"," 19.0","  93.0","  66.9","  9.9"," 0.31","1007.4","999.9","002.5","  74.2","  8.8","  4.5"
"72505394728","2024-06-28","  44.0","000000","999.9","  84.0","  64.0","  7.0"," 0.23","1018.6","999.9","013.8","  70.7"," 10.0","  3.4"
"72505394728","2024-06-29","  59.6","000000"," 20.0","  79.0","  64.0","  9.9"," 0.00","1021.2","999.9","016.5","  71.5"," 10.0","  3.5"
"72505394728","2024-06-30","  72.1","010000"," 20.0","  84.9","  66.0"," 13.0"," 0.08","1013.9","999.9","008.8","  76.6","  7.3","  3.5"
"72505394728","2024-07-01","  56.7","000000"," 24.1","  84.9","  64.0","  9.9"," 0.16","1015.6","999.9","010.2","  72.2","  9.3","  4.7"
"72505394728","2024-07-02","  49.6","000000","999.9","  86.0","  64.0","  7.0"," 0.00","1022.6","999.9","017.8","  75.0"," 10.0","  3.6"
"72505394728","2024-07-03","  52.1","000000"," 15.0","  86.0","  66.0","  7.0"," 0.00","1022.3","999.9","017.5","  74.9"," 10.0","  2.6"
"72505394728","2024-07-04","  61.8","000000","999.9","  89.1","  69.1","  5.1"," 0.00","1015.0","999.9","010.2","  76.4"," 10.0","  3.1"
"72505394728","2024-07-05","  71.7","110000","999.9","  90.0","  70.0","  8.0"," 0.04","1009.2","999.9","004.7","  78.9","  4.9","  2.2"
"72505394728","2024-07-06","  72.6","010000","999.9","  91.9","  73.0","  5.1"," 0.10","1010.1","999.9","005.1","  79.2","  5.5","  1.4"
"72505394728","2024-07-07","  67.4","000000","999.9","  93.0","  73.0","  8.0"," 0.05","1013.9","999.9","009.2","  84.4","  9.1","  3.7"
"72505394728","2024-07-08","  70.1","000000","999.9","  95.0","  77.0","  7.0"," 0.00","1016.3","999.9","011.6","  83.3","  9.3","  1.7"
"72505394728","2024-07-09","  71.6","010000"," 15.0","  95.0","  75.0","  6.0"," 0.00","1014.7","999.9","010.0","  81.7","  9.3","  1.2"
"72505394728","2024-07-10","  72.6","000000","999.9","  91.0","  75.0","  6.0"," 0.00","1011.2","999.9","006.5","  83.8"," 10.0","  2.6"
"72505394728","2024-07-11","  67.8","010000"," 18.1","  91.0","  75.0","  8.9"," 0.11","1012.2","999.9","007.0","  80.8","  9.4","  4.3"
"72505394728","2024-07-12","  66.8","010000","999.9","  89.1","  72.0","  5.1"," 0.06","1019.9","999.9","015.3","  78.8","  9.8","  1.2"
"72505394728","2024-07-13","  70.9","110000","999.9","  87.1","  72.0","  6.0"," 1.39","1020.3","999.9","015.9","  78.4","  8.4","  1.8"
"72505394728","2024-07-14","  68.4","000000","999.9","  89.1","  75.9","  6.0"," 0.73","1016.7","999.9","012.0","  81.4"," 10.0","  1.8"
"72505394728","2024-07-15","  71.2","010000"," 17.1","  91.0","  73.0","  7.0"," 0.12","1011.6","999.9","007.1","  81.8","  8.5","  1.9"
"72505394728","2024-07-16","  68.1","000000","999.9","  93.9","  73.0","  6.0"," 0.00","1008.5","999.9","003.9","  86.7"," 10.0","  2.8"
"72505394728","2024-07-17","  68.8","010000","999.9","  93.9","  78.1","  8.0"," 0.00","1009.5","999.9","004.8","  83.2","  9.8","  3.5"
"72505394728","2024-07-18","  66.8","110000"," 21.0","  90.0","  72.0","  6.0"," 1.46","1011.4","999.9","006.7","  77.4","  7.6","  2.0"
"72505394728","2024-07-19","  53.0","000000","999.9","  86.0","  66.9","  8.0"," 0.00","1018.0","999.9","013.3","  76.1"," 10.0","  2.4"
"72505394728","2024-07-20","  61.4","000000","999.9","  82.9","  71.1","  5.1"," 0.00","1019.0","999.9","014.3","  76.3"," 10.0","  1.7"
"72505394728","2024-07-21","  64.1","000000","999.9","  88.0","  71.1","  6.0"," 0.00","1016.5","999.9","011.8","  78.7"," 10.0","  2.7"
"72505394728","2024-07-22","  67.1","000000","999.9","  88.0","  73.0","  5.1"," 0.00","1017.7","999.9","012.9","  78.2"," 10.0","  1.9"
"72505394728","2024-07-23","  69.7","010000","999.9","  84.0","  71.1","  8.9"," 0.08","1016.1","999.9","011.3","  74.8","  7.8","  3.1"
"72505394728","2024-07-24","  69.8","000000","999.9","  81.0","  71.1","  8.0"," 0.04","1019.3","999.9","014.6","  75.8","  7.8","  4.1"
"72505394728","2024-07-25","  66.2","000000","999.9","  82.9","  73.0","  8.0"," 0.00","1017.3","999.9","012.6","  78.1"," 10.0","  2.5"
"72505394728","2024-07-26","  52.3","000000"," 19.0","  84.0","  66.9","  9.9"," 0.00","1018.5","999.9","013.8","  75.6"," 10.0","  4.7"
"72505394728","2024-07-27","  54.7","000000","999.9","  87.1","  66.9","  7.0"," 0.00","1019.8","999.9","015.0","  77.7"," 10.0","  2.9"
"72505394728","2024-07-28","  57.0","000000","999.9","  89.1","  69.1","  8.0"," 0.00","1019.5","999.9","014.8","  77.3","  9.5","  3.5"
"72505394728","2024-07-29","  65.4","010000","999.9","  89.1","  68.0","  8.0"," 0.04","1015.5","999.9","010.7","  76.1","  8.7","  2.2"
"72505394728","2024-07-30","  69.4","000000","999.9","  88.0","  68.0","  6.0"," 0.01","1013.6","999.9","009.0","  79.4","  9.5","  2.0"
"72505394728","2024-07-31","  69.4","000000"," 15.0","  89.1","  75.0","  8.0"," 0.00","1012.1","999.9","007.4","  80.6"," 10.0","  2.9"
"72505394728","2024-08-01","  67.9","010000"," 24.1","  95.0","  73.0","  6.0"," 0.03","1013.3","999.9","008.6","  82.7","  9.6","  1.7"
"72505394728","2024-08-02","  70.9","110000","999.9","  95.0","  75.0","  7.0"," 0.00","1012.0","999.9","007.1","  84.9","  8.6","  2.2"
"72505394728","2024-08-03","  71.6","110000"," 19.0","  90.0","  73.4","  9.9"," 0.52","1009.6","999.9","005.0","  79.8","  8.9","  2.9"
"72505394728","2024-08-04","  70.7","010000","999.9","  93.0","  71.1","  6.0"," 0.73","1012.3","999.9","007.5","  75.0","  7.2","  2.5"
"72505394728","2024-08-05","  67.3","000000","999.9","  90.0","  71.1","  5.1"," 0.17","1015.5","999.9","010.8","  79.7"," 10.0","  2.4"
"72505394728","2024-08-06","  70.9","010000","999.9","  90.0","  73.0","  8.0"," 0.00","1013.2","999.9","008.5","  81.2","  9.0","  3.2"
"72505394728","2024-08-07","  66.5","110000"," 24.1","  73.0","  64.4"," 12.0"," 2.11","1015.0","999.9","009.6","  68.7","  4.8","  6.2"
"72505394728","2024-08-08","  63.8","010000"," 19.0","  72.0","  64.0","  9.9"," 0.11","1018.3","999.9","013.4","  67.1","  6.4","  5.4"
"72505394728","2024-08-09","  72.0","010000"," 25.1","  80.6","  69.1"," 11.1"," 0.35","1012.9","999.9","008.3","  75.5","  4.9","  5.3"
"72505394728","2024-08-10","  65.2","010000","999.9","  84.9","  70.0","  7.0"," 0.11","1012.1","999.9","007.2","  78.1","  8.8","  4.3"
"72505394728","2024-08-11","  56.6","000000","999.9","  84.9","  69.1","  6.0"," 0.00","1015.2","999.9","010.5","  75.3"," 10.0","  2.5"
"72505394728","2024-08-12","  55.0","000000"," 15.9","  78.1","  66.0","  7.0"," 0.00","1014.8","999.9","010.0","  72.9"," 10.0","  2.6"
"72505394728","2024-08-13","  53.9","000000","999.9","  81.0","  64.0","  7.0"," 0.00","1016.1","999.9","011.3","  72.3"," 10.0","  3.6"
"72505394728","2024-08-14","  57.8","000000"," 18.1","  84.9","  64.0","  8.9"," 0.00","1017.0","999.9","012.2","  75.3","  9.5","  3.2"
"72505394728","2024-08-15","  57.7","000000","999.9","  86.0","  66.9","  2.9"," 0.00","1017.3","999.9","012.5","  76.9"," 10.0","  0.5"
"72505394728","2024-08-16","  62.2","000000","999.9","  87.1","  68.0","  6.0"," 0.00","1016.8","999.9","012.1","  78.0","  9.1","  2.4"
"72505394728","2024-08-17","  66.5","010000","999.9","  87.1","  66.9","  7.0"," 0.00","1016.0","999.9","011.2","  73.9","  7.9","  3.5"
"72505394728","2024-08-18","  69.1","110000"," 22.0","  81.0","  66.9","  8.0"," 0.53","1010.2","999.9","006.4","  74.1","  5.6","  2.6"
"72505394728","2024-08-19","  67.4","110000"," 19.0","  82.4","  69.1","  7.0"," 2.29","1005.6","999.9","001.4","  73.1","  6.5","  1.7"
"72505394728","2024-08-20","  49.5","000000"," 19.0","  72.0","  62.1"," 11.1"," 0.22","1010.9","999.9","006.1","  67.2"," 10.0","  5.5"
"72505394728","2024-08-21","  47.2","010000"," 21.0","  73.0","  57.0","  8.0"," 0.00","1016.6","999.9","011.7","  64.6"," 10.0","  4.9"
"72505394728","2024-08-22","  49.1","000000","999.9","  75.9","  57.0","  8.0"," 0.00","1020.7","999.9","015.8","  67.1"," 10.0","  3.5"
"72505394728","2024-08-23","  51.1","000000","999.9","  80.1","  59.0","  7.0"," 0.00","1024.5","999.9","019.6","  70.8"," 10.0","  2.2"
"72505394728","2024-08-24","  54.9","000000","999.9","  82.9","  62.1","  4.1"," 0.00","1024.1","999.9","019.3","  73.8"," 10.0","  1.2"
"72505394728","2024-08-25","  58.7","000000","999.9","  84.9","  64.9","  5.1"," 0.00","1022.8","999.9","018.1","  75.4"," 10.0","  1.8"
"72505394728","2024-08-26","  61.9","010000","999.9","  84.9","  68.0","  5.1"," 0.00","1020.5","999.9","015.8","  76.2"," 10.0","  2.2"
"72505394728","2024-08-27","  63.3","010000","999.9","  86.0","  66.9","  5.1"," 0.04","1019.0","999.9","014.2","  74.7","  9.0","  1.7"
"72505394728","2024-08-28","  66.0","000000"," 17.1","  91.0","  66.9","  8.9"," 0.00","1014.7","999.9","010.0","  80.3","  9.9","  4.4"
"72505394728","2024-08-29","  63.8","010000"," 17.1","  91.0","  72.0"," 11.1"," 0.00","1020.7","999.9","016.0","  76.6"," 10.0","  5.5"
"72505394728","2024-08-30","  59.4","010000"," 17.1","  82.0","  61.0"," 11.1"," 0.30","1024.7","999.9","019.9","  68.9","  9.3","  4.6"
"72505394728","2024-08-31","  63.1","000000","999.9","  77.0","  61.0","  4.1"," 0.00","1019.6","999.9","015.0","  71.4"," 10.0","  1.6"
"72505394728","2024-09-01","  67.8","010000","999.9","  81.0","  66.9","  6.0"," 0.00","1012.6","999.9","007.8","  75.5","  9.9","  1.5"
"72505394728","2024-09-02","  55.0","000000"," 20.0","  81.0","  66.0","  5.1"," 0.00","1014.5","999.9","009.7","  73.3"," 10.0","  3.4"
"72505394728","2024-09-03","  42.2","000000"," 15.9","  79.0","  57.9","  7.0"," 0.00","1025.3","999.9","020.4","  65.9"," 10.0","  4.5"
"72505394728","2024-09-04","  47.9","000000","999.9","  77.0","  57.9","  6.0"," 0.00","1029.6","999.9","024.8","  67.0"," 10.0","  1.9"
"72505394728","2024-09-05","  52.4","000000"," 15.0","  77.0","  59.0","  8.9"," 0.00","1028.5","999.9","023.6","  68.3"," 10.0","  3.5"
"72505394728","2024-09-06","  58.5","000000","999.9","  78.1","  61.0","  6.0"," 0.00","1020.6","999.9","015.7","  69.0"," 10.0","  2.7"
"72505394728","2024-09-07","  62.0","110000"," 19.0","  78.1","  62.1","  9.9"," 0.04","1012.0","999.9","007.0","  68.6","  8.9","  3.0"
"72505394728","2024-09-08","  46.6","010000"," 15.0","  75.9","  55.0","  6.0"," 0.20","1014.3","999.9","009.5","  61.7"," 10.0","  4.0"
"72505394728","2024-09-09","  43.6","000000"," 17.1","  75.0","  55.0","  8.0"," 0.00","1018.4","999.9","013.5","  64.8"," 10.0","  2.1"
"72505394728","2024-09-10","  48.4","000000","999.9","  78.1","  55.0","  7.0"," 0.00","1018.1","999.9","013.2","  69.7"," 10.0","  3.5"
"72505394728","2024-09-11","  45.9","000000","999.9","  79.0","  59.0","  6.0"," 0.00","1021.9","999.9","017.0","  68.7"," 10.0","  2.6"
"72505394728","2024-09-12","  57.2","000000","999.9","  80.1","  59.0","  4.1"," 0.00","1023.8","999.9","018.9","  68.9","  8.1","  1.5"
"72505394728","2024-09-13","  58.0","000000","999.9","  82.0","  62.1","  5.1"," 0.00","1024.1","999.9","019.2","  70.4","  9.3","  1.3"
"72505394728","2024-09-14","  60.5","000000","999.9","  82.9","  63.0","  7.0"," 0.00","1023.8","999.9","019.0","  73.0","  9.5","  2.1"
"72505394728","2024-09-15","  58.8","000000","999.9","  82.9","  64.9","  8.9"," 0.00","1026.6","999.9","021.9","  72.1"," 10.0","  3.8"
"72505394728","2024-09-16","  52.5","000000"," 14.0","  80.1","  60.1","  9.9"," 0.00","1026.6","999.9","021.7","  67.1"," 10.0","  4.5"
"72505394728","2024-09-17","  59.5","000000","999.9","  79.0","  60.1","  8.0"," 0.00","1023.5","999.9","018.6","  69.9"," 10.0","  3.9"
"72505394728","2024-09-18","  59.4","000000"," 15.0","  79.0","  64.9","  8.9"," 0.00","1018.7","999.9","013.9","  70.1"," 10.0","  4.9"
"72505394728","2024-09-19","  57.7","000000"," 15.0","  84.0","  66.9","  8.9"," 0.00","1012.8","999.9","008.1","  74.4"," 10.0","  4.5"
"72505394728","2024-09-20","  59.0","000000"," 18.1","  84.0","  66.9"," 11.1"," 0.00","1012.9","999.9","008.3","  73.4"," 10.0","  5.6"
"72505394728","2024-09-21","  55.5","000000"," 15.9","  81.0","  63.0","  9.9"," 0.00","1015.5","999.9","010.7","  69.5"," 10.0","  5.6"
"72505394728","2024-09-22","  52.1","000000"," 15.9","  79.0","  61.0","  8.9"," 0.00","1016.1","999.9","011.3","  66.8"," 10.0","  5.5"
"72505394728","2024-09-23","  50.3","010000"," 18.1","  73.9","  60.1"," 11.1"," 0.00","1017.8","999.9","013.0","  64.0","  9.9","  6.0"
"72505394728","2024-09-24","  52.5","010000"," 15.9","  66.9","  59.0"," 11.1"," 0.04","1019.7","999.9","015.0","  62.1","  9.7","  4.5"
"72505394728","2024-09-25","  53.0","000000","999.9","  68.0","  59.0","  7.0"," 0.00","1021.0","999.9","016.2","  64.3"," 10.0","  4.6"
"72505394728","2024-09-26","  63.5","010000","999.9","  73.9","  62.1","  6.0"," 0.00","1019.0","999.9","013.9","  68.3","  7.5","  2.2"
"72505394728","2024-09-27","  63.3","010000"," 17.1","  73.9","  63.0","  8.9"," 0.26","1016.2","999.9","011.5","  69.7","  9.3","  2.9"
"72505394728","2024-09-28","  60.4","010000"," 22.0","  69.1","  60.8"," 13.0"," 0.05","1014.4","999.9","009.5","  65.2","  7.1","  6.4"
"72505394728","2024-09-29","  58.7","010000"," 20.0","  68.0","  60.1"," 11.1"," 0.32","1016.1","999.9","011.3","  61.4","  5.7","  5.7"
"72505394728","2024-09-30","  56.4","000000"," 15.9","  72.0","  60.1","  8.9"," 0.67","1017.0","999.9","012.1","  63.9","  9.5","  4.0"
"72505394728","2024-10-01","  54.8","000000"," 17.1","  72.0","  60.1"," 11.1"," 0.00","1017.6","999.9","012.9","  63.8"," 10.0","  5.3"
"72505394728","2024-10-02","  52.4","000000","999.9","  69.1","  57.9","  7.0"," 0.00","1016.0","999.9","011.2","  62.5"," 10.0","  4.7"
"72505394728","2024-10-03","  53.1","000000","999.9","  72.0","  57.9","  4.1"," 0.00","1019.1","999.9","014.4","  65.1"," 10.0","  0.6"
"72505394728","2024-10-04","  56.3","000000","999.9","  73.0","  60.1","  5.1"," 0.00","1022.2","999.9","017.5","  65.5"," 10.0","  1.0"
"72505394728","2024-10-05","  52.2","000000"," 18.1","  75.0","  60.1","  8.9"," 0.00","1020.5","999.9","015.7","  67.4"," 10.0","  3.3"
"72505394728","2024-10-06","  47.2","000000","999.9","  75.0","  55.0","  5.1"," 0.00","1019.5","999.9","014.7","  62.7"," 10.0","  2.1"
"72505394728","2024-10-07","  51.8","000000"," 18.1","  75.0","  55.0","  8.9"," 0.00","1010.7","999.9","005.8","  67.0"," 10.0","  4.8"
"72505394728","2024-10-08","  41.6","000000","999.9","  75.0","  53.1","  7.0"," 0.00","1012.4","999.9","007.6","  60.4"," 10.0","  3.0"
"72505394728","2024-10-09","  38.2","000000"," 19.0","  68.0","  53.1","  8.0"," 0.00","1012.5","999.9","007.7","  61.2"," 10.0","  2.1"
"72505394728","2024-10-10","  35.4","000000"," 21.0","  68.0","  48.9","  9.9"," 0.00","1016.4","999.9","011.5","  55.5"," 10.0","  6.0"
"72505394728","2024-10-11","  36.5","000000","999.9","  68.0","  46.0","  7.0"," 0.00","1018.2","999.9","015.0","  56.0"," 10.0","  3.4"
"72505394728","2024-10-12","  38.2","000000"," 19.0","  73.9","  46.0","  8.9"," 0.00","1012.8","999.9","008.0","  64.8"," 10.0","  5.0"
"72505394728","2024-10-13","  42.4","000000"," 15.0","  73.9","  55.0","  7.0"," 0.00","1011.9","999.9","007.1","  61.7"," 10.0","  4.0"
"72505394728","2024-10-14","  46.1","000000"," 28.0","  69.1","  50.0"," 13.0"," 0.00","1003.8","999.9","999.2","  58.3","  8.8","  4.9"
"72505394728","2024-10-15","  32.8","000000"," 18.1","  66.0","  45.0","  9.9"," 0.00","1011.3","999.9","006.5","  50.2"," 10.0","  5.3"
"72505394728","2024-10-16","  32.0","000000"," 19.0","  59.0","  44.1","  9.9"," 0.00","1015.6","999.9","010.7","  50.5"," 10.0","  5.3"
"72505394728","2024-10-17","  31.6","000000"," 18.1","  59.0","  43.0","  9.9"," 0.00","1022.9","999.9","018.0","  50.8"," 10.0","  4.8"
"72505394728","2024-10-18","  31.2","000000","999.9","  66.0","  43.0","  7.0"," 0.00","1028.3","999.9","023.1","  56.4"," 10.0","  3.8"
"72505394728","2024-10-19","  36.8","000000","999.9","  71.1","  48.0","  5.1"," 0.00","1032.3","999.9","027.5","  58.9"," 10.0","  1.4"
"72505394728","2024-10-20","  39.4","000000","999.9","  73.0","  50.0","  4.1"," 0.00","1026.8","999.9","022.0","  61.0"," 10.0","  0.9"
"72505394728","2024-10-21","  37.4","000000","999.9","  79.0","  52.0","  5.1"," 0.00","1022.2","999.9","017.4","  66.5"," 10.0","  2.2"
"72505394728","2024-10-22","  46.6","000000","999.9","  81.0","  57.0","  5.1"," 0.00","1023.1","999.9","018.3","  70.9"," 10.0","  1.9"
"72505394728","2024-10-23","  51.8","000000","999.9","  81.0","  59.0","  4.1"," 0.00","1018.7","999.9","013.8","  66.6"," 10.0","  0.9"
"72505394728","2024-10-24","  46.3","000000","999.9","  75.0","  59.0","  8.9"," 0.00","1012.8","999.9","008.0","  64.7"," 10.0","  4.3"
"72505394728","2024-10-25","  35.4","000000","999.9","  69.1","  46.0","  6.0"," 0.00","1019.1","999.9","014.3","  54.5"," 10.0","  2.8"
"72505394728","2024-10-26","  32.4","000000"," 27.0","  64.0","  46.0"," 12.0"," 0.00","1018.5","999.9","013.7","  59.1"," 10.0","  3.9"
"72505394728","2024-10-27","  26.6","000000"," 18.1","  64.0","  45.0","  9.9"," 0.00","1027.6","999.9","022.6","  51.5"," 10.0","  3.4"
"72505394728","2024-10-28","  29.6","000000","999.9","  61.0","  45.0","  5.1"," 0.00","1029.4","999.9","024.4","  52.3"," 10.0","  2.1"
"72505394728","2024-10-29","  47.3","010000"," 18.1","  63.0","  46.0","  7.0"," 0.00","1030.9","999.9","025.9","  57.0"," 10.0","  2.5"
"72505394728","2024-10-30","  53.0","010000","999.9","  75.9","  52.0","  7.0"," 0.01","1026.3","999.9","021.8","  64.3","  9.9","  3.0"
"72505394728","2024-10-31","  53.2","000000","999.9","  81.0","  57.9","  6.0"," 0.00","1020.0","999.9","015.2","  70.3","  9.9","  2.9"
"72505394728","2024-11-01","  49.9","000000"," 22.0","  81.0","  61.0"," 11.1"," 0.00","1014.0","999.9","009.2","  72.4"," 10.0","  5.8"
"72505394728","2024-11-02","  34.0","000000"," 15.9","  79.0","  52.0","  8.0"," 0.00","1024.0","999.9","019.1","  56.5"," 10.0","  3.4"
"72505394728","2024-11-03","  25.2","000000"," 15.9","  60.1","  41.0","  9.9"," 0.00","1030.6","999.9","025.6","  47.4"," 10.0","  4.9"
"72505394728","2024-11-04","  33.2","000000","999.9","  57.0","  41.0","  7.0"," 0.00","1032.0","999.9","026.9","  50.5"," 10.0","  3.6"
"72505394728","2024-11-05","  51.6","000000"," 15.9","  73.0","  44.1","  7.0"," 0.00","1023.5","999.9","018.9","  61.2","  9.6","  2.3"
"72505394728","2024-11-06","  55.8","000000"," 17.1","  80.1","  54.0","  7.0"," 0.00","1017.1","999.9","012.3","  70.4"," 10.0","  4.0"
"72505394728","2024-11-07","  51.2","000000"," 19.0","  80.1","  62.1","  8.0"," 0.00","1016.7","999.9","012.0","  70.0"," 10.0","  4.2"
"72505394728","2024-11-08","  35.3","000000"," 24.1","  73.0","  50.0","  8.0"," 0.00","1015.5","999.9","010.6","  58.4"," 10.0","  4.3"
"72505394728","2024-11-09","  21.5","000000"," 21.0","  69.1","  43.0"," 11.1"," 0.00","1023.1","999.9","018.2","  50.8","  8.8","  4.6"
"72505394728","2024-11-10","  26.9","000000"," 17.1","  57.9","  43.0","  8.0"," 0.00","1025.5","999.9","020.6","  51.5"," 10.0","  2.8"
"72505394728","2024-11-11","  49.4","010000"," 24.1","  68.0","  45.0"," 12.0"," 0.18","1008.4","999.9","003.7","  60.4","  8.9","  5.2"
"72505394728","2024-11-12","  32.0","000000"," 26.0","  68.0","  46.0"," 13.0"," 0.10","1013.3","999.9","008.5","  52.7"," 10.0","  7.5"
"72505394728","2024-11-13","  18.9","000000"," 19.0","  59.0","  37.0","  9.9"," 0.00","1030.1","999.9","025.2","  42.7"," 10.0","  6.2"
"72505394728","2024-11-14","  22.4","000000"," 20.0","  50.0","  37.0","  8.9"," 0.00","1026.7","999.9","021.7","  42.4"," 10.0","  5.0"
"72505394728","2024-11-15","  22.8","000000","999.9","  57.9","  37.0","  7.0"," 0.00","1013.8","999.9","008.9","  47.7","  9.9","  3.0"
"72505394728","2024-11-16","  26.2","000000"," 22.9","  62.1","  41.0"," 12.0"," 0.00","1010.2","999.9","005.3","  52.5"," 10.0","  7.9"
"72505394728","2024-11-17","  25.1","000000"," 17.1","  62.1","  44.1","  8.9"," 0.00","1016.2","999.9","011.3","  53.0","  9.5","  4.4"
"72505394728","2024-11-18","  32.9","000000"," 17.1","  66.0","  50.0","  8.0"," 0.00","1011.6","999.9","006.8","  56.7"," 10.0","  3.8"
"72505394728","2024-11-19","  31.9","000000","999.9","  59.0","  46.9","  8.0"," 0.00","1012.9","999.9","008.1","  53.3"," 10.0","  2.4"
"72505394728","2024-11-20","  37.3","010000","999.9","  60.1","  46.9","  6.0"," 0.00","1009.1","999.9","004.0","  55.9"," 10.0","  1.5"
"72505394728","2024-11-21","  44.6","010000"," 21.0","  57.0","  43.0","  9.9"," 0.71","1001.3","999.9","996.3","  49.4","  6.0","  5.2"
"72505394728","2024-11-22","  34.5","010000"," 24.1","  54.0","  37.0"," 13.0"," 1.03"," 993.6","999.9","989.0","  39.1","  7.9","  6.7"
"72505394728","2024-11-23","  33.6","010000"," 32.1","  48.9","  37.0"," 14.0"," 0.38"," 999.3","999.9","993.7","  42.1","  9.1","  5.5"
"72505394728","2024-11-24","  31.2","010000"," 27.0","  53.1","  37.0"," 14.0"," 0.02","1009.7","999.9","004.8","  48.5"," 10.0","  8.9"
"72505394728","2024-11-25","  28.6","000000"," 18.1","  54.0","  41.0","  8.9"," 0.00","1016.6","999.9","011.7","  46.7"," 10.0","  3.7"
"72505394728","2024-11-26","  41.4","010000"," 19.0","  57.9","  41.0","  8.9"," 0.00","1012.5","999.9","006.9","  54.6","  9.1","  4.0"
"72505394728","2024-11-27","  28.1","000000","999.9","  57.9","  43.0","  7.0"," 0.19","1015.9","999.9","011.0","  47.2"," 10.0","  3.8"
"72505394728","2024-11-28","  36.6","010000"," 26.0","  52.0","  43.0"," 12.0"," 0.11","1009.3","999.9","001.7","  46.6","  7.1","  4.3"
"72505394728","2024-11-29","  29.0","000000"," 21.0","  48.9","  39.0","  8.9"," 0.75","1010.5","999.9","005.3","  42.4"," 10.0","  5.4"
"72505394728","2024-11-30","  16.5","000000"," 18.1","  46.9","  30.0","  8.0"," 0.00","1014.6","999.9","009.7","  34.6"," 10.0","  6.0"
"72505394728","2024-12-01","  11.5","000000"," 20.0","  37.0","  27.0"," 11.1"," 0.00","1018.2","999.9","013.1","  31.4"," 10.0","  7.1"
"72505394728","2024-12-02","  14.1","000000"," 15.9","  39.0","  27.0","  8.0"," 0.00","1019.8","999.9","014.8","  33.5"," 10.0","  4.8"
"72505394728","2024-12-03","  20.4","000000"," 17.1","  42.1","  28.9"," 11.1"," 0.00","1022.8","999.9","017.8","  35.9"," 10.0","  5.1"
"72505394728","2024-12-04","  16.1","000000"," 22.0","  42.1","  30.0","  9.9"," 0.00","1022.2","999.9","017.2","  34.9"," 10.0","  3.6"
"72505394728","2024-12-05","  25.6","011000"," 34.0","  42.1","  30.0"," 13.0"," 0.10","1004.0","999.9","998.9","  37.6","  9.6","  6.2"
"72505394728","2024-12-06","  10.9","000000"," 28.0","  39.9","  30.0"," 15.0"," 0.09","1015.8","999.9","010.7","  32.3"," 10.0","  8.3"
"72505394728","2024-12-07","  14.2","000000"," 19.0","  41.0","  30.0","  9.9"," 0.00","1019.5","999.9","014.5","  34.5"," 10.0","  6.7"
"72505394728","2024-12-08","  20.4","000000"," 22.9","  55.0","  30.9","  8.9"," 0.00","1010.9","999.9","006.0","  44.0"," 10.0","  5.6"
"72505394728","2024-12-09","  35.7","010000","999.9","  55.0","  37.9","  7.0"," 0.00","1015.2","999.9","010.0","  48.0","  8.2","  3.3"
"72505394728","2024-12-10","  43.5","000000"," 14.0","  51.1","  44.1","  8.0"," 0.18","1017.0","999.9","012.1","  46.5","  4.1","  4.3"
"72505394728","2024-12-11","  52.5","110000"," 19.0","  60.8","  46.9","  8.9"," 0.48","1006.2","999.9","001.7","  54.9","  4.0","  5.2"
"72505394728","2024-12-12","  22.7","010000"," 32.1","  60.1","  34.0"," 15.9"," 0.63","1016.3","999.9","008.1","  39.7","  9.4","  8.8"
